S4000000000	i am looking for the cities which has the highest population .	now => ( sort param:population:Number desc of ( @org.wikidata.city ) ) [ 1 ] => notify
S7000000153	what are the position held of cities having emergency phone number QUOTED_STRING_0 ?	now => [ param:position_held:Array(String) ] of ( ( @org.wikidata.city ) filter param:emergency_phone_number:String =~ QUOTED_STRING_0 ) => notify
S7000000154	tell me what is the partially coincident with of cities that arch inform location id QUOTED_STRING_0 .	now => [ param:partially_coincident_with:Entity(org.wikidata:partially_coincident_with) ] of ( ( @org.wikidata.city ) filter param:archinform_location_id:String =~ QUOTED_STRING_0 ) => notify
S7000000155	what is the population of cities that arch inform location id QUOTED_STRING_0	now => [ param:population:Number ] of ( ( @org.wikidata.city ) filter param:archinform_location_id:String =~ QUOTED_STRING_0 ) => notify
S7000000156	i 'm looking for an cities having later time of earliest written record than 2 days ago .	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000157	i 'd like to retrieve the list of cities which have time of earliest written record later than 2 days before now	now => ( @org.wikidata.city ) filter param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S7000000158	get the cities that is part of QUOTED_STRING_0 , and having area larger than 2 square ft with the smallest number of occupations .	now => ( sort param:count:Number asc of ( compute count ( param:occupation:Array(Entity(org.wikidata:occupation)) ) of ( ( @org.wikidata.city ) filter param:area:Measure(m2) >= 2 unit:ft2 and param:part_of:Array(String) contains~ QUOTED_STRING_0 ) ) ) [ 1 ] => notify
S7000000159	retrieve a list of all cities with minimum temperature record 2 f and later time of earliest written record than 2 ms before now	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F and param:time_of_earliest_written_record:Date >= now - 2 unit:ms => notify
S7000000160	search for the cities that have start time tue and with sooner time of earliest written record than 2 days ago and the highest population	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) and param:time_of_earliest_written_record:Date <= now - 2 unit:day ) ) [ 1 ] => notify
S7000000161	are there cities with minimum temperature record 2 f and later time of earliest written record than 2 ms before now	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F and param:time_of_earliest_written_record:Date >= now - 2 unit:ms => notify
S7000000162	what is the settlement of the cities with the most occupations ?	now => [ param:contains_settlement:Entity(org.wikidata:contains_settlement) ] of ( ( sort param:count:Number desc of ( compute count ( param:occupation:Array(Entity(org.wikidata:occupation)) ) of ( @org.wikidata.city ) ) ) [ 1 ] ) => notify
S7000000163	i 'd like any cities which have date of official opening 2 ms before now .	now => ( @org.wikidata.city ) filter param:date_of_official_opening:Date == now - 2 unit:ms => notify
S8000000164	which is cities with inception 2 days ago and date of official opening DATE_0	now => ( @org.wikidata.city ) filter param:date_of_official_opening:Date == DATE_0 and param:inception:Date == now - 2 unit:day => notify
S8000000165	show me what is the official symbol of the cities with life expectancy longer than 2 ms and the highest population .	now => [ param:official_symbol:Entity(org.wikidata:official_symbol) ] of ( ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) ) [ 1 ] ) => notify
S8000000166	i 'd like every cities with sooner time of earliest written record than 2 days ago , which are part of QUOTED_STRING_0	now => ( @org.wikidata.city ) filter param:part_of:Array(String) contains~ QUOTED_STRING_0 and param:time_of_earliest_written_record:Date <= now - 2 unit:day => notify
S8000000167	get a list of all cities with later time of earliest written record than 2 days before now , that have service retirement 2 ms before now .	now => ( @org.wikidata.city ) filter param:service_retirement:Date == now - 2 unit:ms and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000168	retrieve the cities having later time of earliest written record than 2 ms ago and start time tue and the highest population .	now => ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) and param:time_of_earliest_written_record:Date >= now - 2 unit:ms ) ) [ 1 ] => notify
S8000000169	tell me what 's the category for people born here of the cities with start time tue and the most recent time of earliest written record .	now => [ param:category_for_people_born_here:Entity(org.wikidata:category_for_people_born_here) ] of ( ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) ) ) [ 1 ] ) => notify
S8000000170	show me the open data portal of cities with life expectancy longer than 2 ms .	now => [ param:open_data_portal:Entity(org.wikidata:open_data_portal) ] of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) => notify
S8000000171	please list cities with inception 2 days ago and date of official opening DATE_0	now => ( @org.wikidata.city ) filter param:date_of_official_opening:Date == DATE_0 and param:inception:Date == now - 2 unit:day => notify
S8000000172	find the cities that have service retirement 2 ms before now , with longer life expectancy than 2 days and the most recent time of earliest written record .	now => ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:day and param:service_retirement:Date == now - 2 unit:ms ) ) [ 1 ] => notify
S8000000173	enumerate cities which have date of official opening 2 ms before now and have earlier time of earliest written record than DATE_0 .	now => ( @org.wikidata.city ) filter param:date_of_official_opening:Date == now - 2 unit:ms and param:time_of_earliest_written_record:Date <= DATE_0 => notify
S8000000174	show me what 's the official symbol of the cities with life expectancy longer than 2 ms and the highest population .	now => [ param:official_symbol:Entity(org.wikidata:official_symbol) ] of ( ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) ) [ 1 ] ) => notify
S8000000175	list cities with sooner time of earliest written record than 2 days ago , which are part of QUOTED_STRING_0	now => ( @org.wikidata.city ) filter param:part_of:Array(String) contains~ QUOTED_STRING_0 and param:time_of_earliest_written_record:Date <= now - 2 unit:day => notify
S8000000176	which permanent duplicated item do cities that is part of QUOTED_STRING_0 , and having area larger than 2 square ft have ?	now => [ param:permanent_duplicated_item:Entity(org.wikidata:permanent_duplicated_item) ] of ( ( @org.wikidata.city ) filter param:area:Measure(m2) >= 2 unit:ft2 and param:part_of:Array(String) contains~ QUOTED_STRING_0 ) => notify
S8000000177	search for an cities which have minimum temperature record 2 f , and is QUOTED_STRING_0 subclass and have later time of earliest written record than 2 ms before now	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F and param:subclass_of:String =~ QUOTED_STRING_0 and param:time_of_earliest_written_record:Date >= now - 2 unit:ms => notify
S8000000178	show me the open data portal of cities with life expectancy longer than 2 ms	now => [ param:open_data_portal:Entity(org.wikidata:open_data_portal) ] of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) => notify
S8000000179	please list cities with inception 2 days ago and date of official opening DATE_0	now => ( @org.wikidata.city ) filter param:date_of_official_opening:Date == DATE_0 and param:inception:Date == now - 2 unit:day => notify
S8000000180	show me what 's the official symbol of the cities with life expectancy longer than 2 ms and the highest population .	now => [ param:official_symbol:Entity(org.wikidata:official_symbol) ] of ( ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) ) [ 1 ] ) => notify
S8000000181	which are the cities having dissolved, abolished or demolished date 2 days before now , which have later time of earliest written record than 2 ms before now ?	now => ( @org.wikidata.city ) filter param:dissolved_abolished_or_demolished_date:Date == now - 2 unit:day and param:time_of_earliest_written_record:Date >= now - 2 unit:ms => notify
S8000000182	please search for every cities having service retirement 2 ms before now , that arch inform location id QUOTED_STRING_0	now => ( @org.wikidata.city ) filter param:archinform_location_id:String =~ QUOTED_STRING_0 and param:service_retirement:Date == now - 2 unit:ms => notify
S8000000183	please enumerate cities with inception 2 days ago , which have time of earliest written record later than 2 days ago .	now => ( @org.wikidata.city ) filter param:inception:Date == now - 2 unit:day and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000184	list cities with sooner time of earliest written record than 2 days ago , which are part of QUOTED_STRING_0 .	now => ( @org.wikidata.city ) filter param:part_of:Array(String) contains~ QUOTED_STRING_0 and param:time_of_earliest_written_record:Date <= now - 2 unit:day => notify
S8000000185	i am looking to search a citie with later time of earliest written record than 2 days before now that is part of QUOTED_STRING_0 .	now => ( @org.wikidata.city ) filter param:part_of:Array(String) contains~ QUOTED_STRING_0 and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000186	show me the open data portal of cities with life expectancy longer than 2 ms .	now => [ param:open_data_portal:Entity(org.wikidata:open_data_portal) ] of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) => notify
S8000000187	what 's the foundational text of cities with start time tue	now => [ param:foundational_text:Entity(org.wikidata:foundational_text) ] of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) ) => notify
S8000000188	are there cities with service retirement 2 ms before now and time of earliest written record later than 2 days before now ?	now => ( @org.wikidata.city ) filter param:service_retirement:Date == now - 2 unit:ms and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000189	which mountain range does cities that have start time tue have ?	now => [ param:mountain_range:Entity(org.wikidata:mountain_range) ] of ( ( @org.wikidata.city ) filter param:start_time:Date == new Date ( enum:tuesday ) ) => notify
S8000000190	get the list of cities that have hotter maximum temperature record than 2 centigrade and have dissolved, abolished or demolished date 2 days before now and time of earliest written record later than 2 days before now .	now => ( @org.wikidata.city ) filter param:dissolved_abolished_or_demolished_date:Date == now - 2 unit:day and param:maximum_temperature_record:Measure(C) >= 2 unit:C and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000191	what topic's main category do the cities compulsory education (minimum age) 2 , that have hotter maximum temperature record than 2 centigrade have ?	now => [ param:topics_main_category:Entity(org.wikidata:topics_main_category) ] of ( ( @org.wikidata.city ) filter param:compulsory_education_minimum_age_:Number == 2 and param:maximum_temperature_record:Measure(C) >= 2 unit:C ) => notify
S8000000192	get a list of all cities with later time of earliest written record than 2 days before now , that have service retirement 2 ms before now .	now => ( @org.wikidata.city ) filter param:service_retirement:Date == now - 2 unit:ms and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000193	how many cities with life expectancy longer than 2 ms that have service retirement 2 ms before now are there ?	now => aggregate count of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms and param:service_retirement:Date == now - 2 unit:ms ) => notify
S8000000194	show me the open data portal of cities with life expectancy longer than 2 ms .	now => [ param:open_data_portal:Entity(org.wikidata:open_data_portal) ] of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) => notify
S8000000195	get the list of cities that have hotter maximum temperature record than 2 centigrade and have dissolved, abolished or demolished date 2 days before now and time of earliest written record later than 2 days before now .	now => ( @org.wikidata.city ) filter param:dissolved_abolished_or_demolished_date:Date == now - 2 unit:day and param:maximum_temperature_record:Measure(C) >= 2 unit:C and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000196	i 'm looking to search a citie with later time of earliest written record than 2 days before now that is part of QUOTED_STRING_0 .	now => ( @org.wikidata.city ) filter param:part_of:Array(String) contains~ QUOTED_STRING_0 and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000197	show me what 's the official symbol of the cities with life expectancy longer than 2 ms and the highest population .	now => [ param:official_symbol:Entity(org.wikidata:official_symbol) ] of ( ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) ) [ 1 ] ) => notify
S8000000198	search for an cities which have minimum temperature record 2 f , and is QUOTED_STRING_0 subclass and have later time of earliest written record than 2 ms before now	now => ( @org.wikidata.city ) filter param:minimum_temperature_record:Measure(C) == 2 unit:F and param:subclass_of:String =~ QUOTED_STRING_0 and param:time_of_earliest_written_record:Date >= now - 2 unit:ms => notify
S8000000199	what are the ethnic groups of the cities having population greater than 2 and life expectancy longer than 2 ms and the most recent time of earliest written record	now => [ param:ethnic_group:Array(Entity(org.wikidata:ethnic_group)) ] of ( ( sort param:time_of_earliest_written_record:Date desc of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms and param:population:Number >= 2 ) ) [ 1 ] ) => notify
S8000000200	i am looking to retrieve any cities with inception 2 days ago and date of official opening DATE_0	now => ( @org.wikidata.city ) filter param:date_of_official_opening:Date == DATE_0 and param:inception:Date == now - 2 unit:day => notify
S8000000201	show me the open data portal of cities with life expectancy longer than 2 ms .	now => [ param:open_data_portal:Entity(org.wikidata:open_data_portal) ] of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) => notify
S8000000202	get a list of all cities with later time of earliest written record than 2 days before now , that have service retirement 2 ms before now	now => ( @org.wikidata.city ) filter param:service_retirement:Date == now - 2 unit:ms and param:time_of_earliest_written_record:Date >= now - 2 unit:day => notify
S8000000203	list cities with sooner time of earliest written record than 2 days ago , which are part of QUOTED_STRING_0 .	now => ( @org.wikidata.city ) filter param:part_of:Array(String) contains~ QUOTED_STRING_0 and param:time_of_earliest_written_record:Date <= now - 2 unit:day => notify
S8000000204	show me what is the official symbol of the cities with life expectancy longer than 2 ms and the highest population .	now => [ param:official_symbol:Entity(org.wikidata:official_symbol) ] of ( ( sort param:population:Number desc of ( ( @org.wikidata.city ) filter param:life_expectancy:Measure(ms) >= 2 unit:ms ) ) [ 1 ] ) => notify
